ADDRESS,STREET_NAME,POSTCODE,SALE_PRICE,HOUSE_TYPE,FREEHOLD/LEASEHOLD,RES_NEW/OLD,SALE_DATE,BEDROOMS,STATIONDIST_MILES
8 Grove Lane, ,KT1 2ST,1140000,Semi-Detached, Freehold, Residential,01-Oct-18,5,0.7
12 Lower Kings Road, ,KT2 5HR,1250000,Semi-Detached, Freehold, Residential,01-Oct-18,5,0.3
6 Osborne Road, ,KT2 5HB,840000,Semi-Detached, Freehold, Residential,01-Oct-18,3,0.4
110 Richmond Road, ,KT2 5EP,925000,Semi-Detached, Freehold, Residential,01-Oct-18,4,0.3
33 Earle Gardens, ,KT2 5TB,565000,Semi-Detached, Freehold, Residential,01-Oct-18,3,0.6
33 Earle Gardens, ,KT2 5TB,565000,Semi-Detached, Freehold, Residential,01-Oct-18,3,
53 Chesham Road, ,KT1 3AG,825000,Semi-Detached, Freehold, Residential,01-Oct-18,3,0.2
39 Somerset Road, ,KT1 3EA,645000,Semi-Detached, Freehold, Residential,01-Oct-18,4,0.5
6 Dukes Avenue, ,KT2 5QY,626150,Semi-Detached, Freehold, Residential,01-Oct-18,3,1.1
22 Wonford Close, ,KT2 7XA,760000,Semi-Detached, Freehold, Residential,01-Sep-18,2,0.8
306 Kings Road, ,KT2 5JL,1250000,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.5
81 Cobham Road, ,KT1 3AE,675000,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.1
34 Kenley Road, ,KT1 3RS,880000,Semi-Detached, Freehold, Residential,01-Sep-18,3,0.4
8 Lancaster Gardens, ,KT2 5NL,1085000,Semi-Detached, Freehold, Residential,01-Sep-18,5,0.9
93 Arundel Road, ,KT1 3RY,730000,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.4
29 Grosvenor Gardens, ,KT2 5BE,925000,Semi-Detached, Freehold, Residential,01-Sep-18,3,0.8
19 Neville Road, ,KT1 3QX,902400,Semi-Detached, Freehold, Residential,01-Sep-18,,
179 Canbury Park Road, ,KT2 6LG,842000,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.3
2 Preston Villas, ,KT1 3DB,510000,Semi-Detached, Freehold, Residential,01-Sep-18,,
16 Windsor Road, ,KT2 5EY,675000,Semi-Detached, Freehold, Residential,01-Sep-18,3,0.4
66 Willoughby Road, ,KT2 6LJ,665000,Semi-Detached, Freehold, Residential,01-Sep-18,3,0.4
4a Southsea Road, ,KT1 2EH,425000,Semi-Detached, Freehold, Residential,01-Sep-18,2,0.6
7 Portman Road, ,KT1 3DY,525000,Semi-Detached, Freehold, Residential,01-Sep-18,2,0.4
35 Rowlls Road, ,KT1 3ET,625000,Semi-Detached, Freehold, Residential,01-Sep-18,5,0.5
30 Waters Road, ,KT1 3LP,420000,Semi-Detached, Freehold, Residential,01-Sep-18,3,0.4
236 Kings Road, ,KT2 5HX,835000,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.6
10 Cobham Road, ,KT1 3AF,949950,Semi-Detached, Freehold, Residential,01-Sep-18,4,0.2
18 Cranleigh Gardens, ,KT2 5TX,965000,Semi-Detached, Freehold, Residential,01-Aug-18,5,0.9
39 Fairfield South, ,KT1 2UW,711000,Semi-Detached, Freehold, Residential,01-Aug-18,4,0.5
11 Neville Road, ,KT1 3QX,855000,Semi-Detached, Freehold, Residential,01-Aug-18,4,0.1
13 Rosebery Road, ,KT1 3LJ,492000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.3
3 Barnfield Avenue, ,KT2 5RD,800000,Semi-Detached, Freehold, Residential,01-Aug-18,3,1.2
1 Portman Road, ,KT1 3DY,495000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.4
22 Balmoral Road, ,KT1 2TY,680000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.7
14 Norbiton Avenue, ,KT1 3QS,1230000,Semi-Detached, Freehold, Residential,01-Aug-18,5,0.1
16 Craven Road, ,KT2 6LW,750000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.4
2 Sandy Lane, ,KT1 4BB,845000,Semi-Detached, Freehold, Residential,01-Aug-18,4,0.4
24 Eastbury Road, ,KT2 5AN,1025000,Semi-Detached, Freehold, Residential,01-Aug-18,,
28 Neville Road, ,KT1 3QX,677500,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.1
73 Dawson Road, ,KT1 3AU,530000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.6
14 Ernest Road, ,KT1 3LL,455000,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.3
22 Herbert Road, ,KT1 2SP,607500,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.6
12 Linden Crescent, ,KT1 3DZ,499999,Semi-Detached, Freehold, Residential,01-Aug-18,3,0.5
1 Grange Road, ,KT1 2QU,940000,Semi-Detached, Freehold, Residential,01-Aug-18,4,0.4
61 Mill Street, ,KT1 2RG,410000,Semi-Detached, Freehold, Residential,01-Jul-18,2,0.5
12 Craven Road, ,KT2 6LW,760000,Semi-Detached, Freehold, Residential,01-Jul-18,3,0.4
3 Latchmere Lane, ,KT2 5SQ,995000,Semi-Detached, Freehold, Residential,01-Jul-18,5,0.8
72 Willoughby Road, ,KT2 6LJ,391250,Semi-Detached, Freehold, Residential,01-Jul-18,1,0.4
109 Clifton Road, ,KT2 6PL,790000,Semi-Detached, Freehold, Residential,01-Jul-18,3,0.4
16 Exeter Court, Surbiton,KT6 4AX,421000,Semi-Detached, Leasehold, Residential,01-Jul-18,,
16 Osborne Road, ,KT2 5HB,772500,Semi-Detached, Freehold, Residential,01-Jul-18,3,0.4
46 Albert Road, ,KT1 3DH,600000,Semi-Detached, Freehold, Residential,01-Jul-18,2,0.4
47 Deacon Road, ,KT2 6LS,799750,Semi-Detached, Freehold, Residential,01-Jul-18,3,0.4
64 The Bittoms, ,KT1 2AP,680000,Semi-Detached, Freehold, Residential,01-Jul-18,2,0.5
38 Grove Crescent, ,KT1 2DG,1200000,Semi-Detached, Freehold, Residential,01-Jul-18,5,0.6
320 Richmond Road, ,KT2 5PP,735000,Semi-Detached, Freehold, Residential,01-Jul-18,3,0.9
95 Shortlands Road, ,KT2 6HF,995000,Semi-Detached, Freehold, Residential,01-Jul-18,5,0.6
10 Norbiton Common Road, ,KT1 3QB,520000,Semi-Detached, Freehold, Residential,01-Jun-18,,
50 Clifton Road, ,KT2 6PJ,900000,Semi-Detached, Freehold, Residential,01-Jun-18,5,0.4
31 Arundel Road, ,KT1 3RX,855000,Semi-Detached, Freehold, Residential,01-Jun-18,4,0.3
39 Rosebery Road, ,KT1 3LJ,450000,Semi-Detached, Freehold, Residential,01-Jun-18,,
32 Audric Close, ,KT2 6BP,474999,Semi-Detached, Freehold, Residential,01-Jun-18,2,0.2
32 Cranleigh Gardens, ,KT2 5TX,882000,Semi-Detached, Freehold, Residential,01-Jun-18,,
38 Homersham Road, ,KT1 3PN,1075000,Semi-Detached, Freehold, Residential,01-Jun-18,5,0.1
8 Dawson Road, ,KT1 3AT,744000,Semi-Detached, Freehold, Residential,01-Jun-18,3,0.6
17 Glenville Road, ,KT2 6DD,910000,Semi-Detached, Freehold, Residential,01-Jun-18,4,0.3
211 Kings Road, ,KT2 5JH,772500,Semi-Detached, Freehold, Residential,01-Jun-18,3,0.6
22 Portman Road, ,KT1 3DY,520000,Semi-Detached, Freehold, Residential,01-Jun-18,2,0.4
14 Hardman Road, ,KT2 6RH,802000,Semi-Detached, Freehold, Residential,01-Jun-18,5,0.2
78 Tudor Drive, ,KT2 5QF,825000,Semi-Detached, Freehold, Residential,01-May-18,3,1.1
25 Alexandra Road, ,KT2 6SD,1235000,Semi-Detached, Freehold, Residential,01-May-18,5,0.4
46 Beresford Road, ,KT2 6LR,865000,Semi-Detached, Freehold, Residential,01-May-18,4,0.4
6 Willoughby Road, ,KT2 6LJ,738000,Semi-Detached, Freehold, Residential,01-May-18,3,0.4
40 Upper Park Road, ,KT2 5LD,1414000,Semi-Detached, Freehold, Residential,01-May-18,5,0.7
1a Dickerage Road, ,KT1 3SP,800000,Semi-Detached, Freehold, Residential,01-May-18,3,0.4
41 Beresford Road, ,KT2 6LP,965000,Semi-Detached, Freehold, Residential,01-May-18,5,0.4
8 Palmer Crescent, ,KT1 2QT,1100000,Semi-Detached, Freehold, Residential,01-May-18,5,0.4
27 Haygreen Close, ,KT2 7TS,405000,Semi-Detached, Freehold, Residential,01-May-18,2,0.7
19 Crescent Road, ,KT2 7RD,1425000,Semi-Detached, Freehold, Residential,01-May-18,5,0.5
66 Avenue Road, ,KT1 2RB,577800,Semi-Detached, Freehold, Residential,01-Apr-18,3,0.5
27 Park Road, Hampton Wick ,KT1 4AS,646000,Semi-Detached, Freehold, Residential,01-Apr-18,2,0.1
56 Grove Lane, ,KT1 2SR,930000,Semi-Detached, Freehold, Residential,01-Apr-18,4,0.7
22 Ernest Road, ,KT1 3LL,460000,Semi-Detached, Freehold, Residential,01-Apr-18,3,0.3
85 Deacon Road, ,KT2 6LS,670000,Semi-Detached, Freehold, Residential,01-Apr-18,2,0.4
123 Portland Road, ,KT1 2SW,585000,Semi-Detached, Freehold, Residential,01-Apr-18,3,0.7
28 Park Road, ,KT2 6BE,520000,Semi-Detached, Freehold, Residential,01-Apr-18,2,0.3
73 Lingfield Avenue, ,KT1 2TL,750000,Semi-Detached, Freehold, Residential,01-Apr-18,5,0.7
49 Homersham Road, ,KT1 3PL,723000,Semi-Detached, Freehold, Residential,01-Apr-18,5,0.1
187 Kings Road, ,KT2 5JH,525000,Semi-Detached, Freehold, Residential,01-Apr-18,2,0.6
10 Cromwell Road, ,KT2 6RE,550000,Semi-Detached, Freehold, Residential,01-Apr-18,5,0.2
7 Tudor Drive, ,KT2 5NN,780000,Semi-Detached, Freehold, Residential,01-Apr-18,3,1.1
53 Arundel Road, ,KT1 3RY,765000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.4
44 Revell Road, ,KT1 3SW,890000,Semi-Detached, Freehold, Residential,01-Mar-18,4,0.3
8 Buckingham Road, ,KT1 3BH,525000,Semi-Detached, Freehold, Residential,01-Mar-18,2,0.6
20 Grove Lane, ,KT1 2ST,960000,Semi-Detached, Freehold, Residential,01-Mar-18,4,0.7
52 Canbury Avenue, ,KT2 6JR,785000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.4
71 Portland Road, ,KT1 2SH,580000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.6
190 Kings Road, ,KT2 5HX,700000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.6
35 Tudor Road, ,KT2 6AS,825000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.5
23 Tudor Road, ,KT2 6AS,1070000,Semi-Detached, Freehold, Residential,01-Mar-18,4,0.5
35 Tudor Road, ,KT2 6AS,825000,Semi-Detached, Freehold, Residential,01-Mar-18,3,
23 Tudor Road, ,KT2 6AS,1070000,Semi-Detached, Freehold, Residential,01-Mar-18,4,
121 Shortlands Road, ,KT2 6HF,760000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.6
81 Arundel Road, ,KT1 3RY,850000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.4
193 Kings Road, ,KT2 5JH,495000,Semi-Detached, Freehold, Residential,01-Mar-18,2,0.6
6a Cranes Park Avenue, Surbiton,KT5 8BY,1000000,Semi-Detached, Freehold, Residential,01-Mar-18,,
138 Kings Road, ,KT2 5HU,641250,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.5
98 Tudor Drive, ,KT2 5QF,745000,Semi-Detached, Freehold, Residential,01-Mar-18,,
28 Thorpe Road, ,KT2 5EU,875000,Semi-Detached, Freehold, Residential,01-Mar-18,5,0.4
15 Wingfield Road, ,KT2 5LR,580000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.9
80 Willoughby Road, ,KT2 6LJ,745000,Semi-Detached, Freehold, Residential,01-Mar-18,3,0.4
128 Elm Road, ,KT2 6HU,530000,Semi-Detached, Freehold, Residential,01-Mar-18,2,0.4
43 Fairfield South, ,KT1 2UW,765000,Semi-Detached, Freehold, Residential,01-Feb-18,2,0.5
3 Charter Road, ,KT1 3PY,464000,Semi-Detached, Freehold, Residential,01-Feb-18,3,0.4
206 Kings Road, ,KT2 5HX,879000,Semi-Detached, Freehold, Residential,01-Feb-18,5,0.6
19 Somerset Road, ,KT1 3EA,548000,Semi-Detached, Freehold, Residential,01-Feb-18,2,0.5
20 Balmoral Road, ,KT1 2TY,587500,Semi-Detached, Freehold, Residential,01-Feb-18,3,0.7
39 Deacon Road, ,KT2 6LS,825000,Semi-Detached, Freehold, Residential,01-Feb-18,4,0.4
8 Herbert Road, ,KT1 2SP,552000,Semi-Detached, Freehold, Residential,01-Feb-18,2,0.6
1 East Road, ,KT2 6EJ,956500,Semi-Detached, Freehold, Residential,01-Feb-18,5,0.2
3 Hollybush Road, ,KT2 5SD,685000,Semi-Detached, Freehold, Residential,01-Feb-18,3,0.9
57 Cranes Park Avenue, Surbiton,KT5 8BS,1070000,Semi-Detached, Freehold, Residential,01-Feb-18,4,0.6
16 South Lane, ,KT1 2NJ,552500,Semi-Detached, Freehold, Residential,01-Jan-18,2,0.5
3 Somerset Road, ,KT1 3EA,595000,Semi-Detached, Freehold, Residential,01-Jan-18,3,0.5
16 Douglas Road, ,KT1 3PR,453000,Semi-Detached, Freehold, Residential,01-Jan-18,3,0.3
24 Lancaster Gardens, ,KT2 5NL,985000,Semi-Detached, Freehold, Residential,01-Jan-18,3,0.9
14 Cranleigh Gardens, ,KT2 5TX,825000,Semi-Detached, Freehold, Residential,01-Jan-18,4,0.9
75 Norbiton Avenue, ,KT1 3QY,795000,Semi-Detached, Freehold, Residential,01-Jan-18,4,0.2
16 Willoughby Road, ,KT2 6LJ,657000,Semi-Detached, Freehold, Residential,01-Jan-18,3,0.4
18 Wyndham Road, ,KT2 5JS,900000,Semi-Detached, Freehold, Residential,01-Jan-18,4,0.6
26 Isabella Place, ,KT2 5PB,644000,Semi-Detached, Freehold, Residential,01-Dec-17,3,1
2 Horace Road, ,KT1 2SL,700000,Semi-Detached, Freehold, Residential,01-Dec-17,3,0.6
30 Piper Road, ,KT1 3EX,585000,Semi-Detached, Freehold, Residential,01-Dec-17,3,0.5
100 Villiers Avenue, Surbiton,KT5 8BH,650000,Semi-Detached, Freehold, Residential,01-Dec-17,3,0.6
63 Staunton Road, ,KT2 5TN,877500,Semi-Detached, Freehold, Residential,01-Dec-17,4,0.6
185 Canbury Park Road, ,KT2 6LG,742500,Semi-Detached, Freehold, Residential,01-Dec-17,3,0.3
Flat 2 Uxbridge Court, Uxbridge Road ,KT1 2LJ,405000,Semi-Detached, Leasehold, Residential,01-Dec-17,2,0.5
56 The Bittoms, ,KT1 2AP,580000,Semi-Detached, Freehold, Residential,01-Dec-17,2,0.5
54 Grove Lane, ,KT1 2SR,882500,Semi-Detached, Freehold, Residential,01-Dec-17,4,0.7
55 Villiers Road, ,KT1 3AP,705000,Semi-Detached, Freehold, Residential,01-Dec-17,5,0.6
22 Orchard Road, ,KT1 2QW,980000,Semi-Detached, Freehold, Residential,01-Nov-17,4,0.4
52 Grove Lane, ,KT1 2SR,650000,Semi-Detached, Freehold, Residential,01-Nov-17,3,0.7
89 Tudor Drive, ,KT2 5NP,705000,Semi-Detached, Freehold, Residential,01-Nov-17,3,1.1
26 Dawson Road, ,KT1 3AT,695000,Semi-Detached, Freehold, Residential,01-Nov-17,4,0.6
57 Bonner Hill Road, ,KT1 3EU,681000,Semi-Detached, Freehold, Residential,01-Nov-17,,
65 Bonner Hill Road, ,KT1 3EU,775000,Semi-Detached, Freehold, Residential,01-Nov-17,4,0.5
48 Rosebery Road, ,KT1 3LN,520000,Semi-Detached, Freehold, Residential,01-Nov-17,5,0.3
22 Rosebery Road, ,KT1 3LN,467500,Semi-Detached, Freehold, Residential,01-Nov-17,3,0.3
12 Rowlls Road, ,KT1 3ET,710000,Semi-Detached, Freehold, Residential,01-Nov-17,3,0.5
33 New Road, ,KT2 6AP,665000,Semi-Detached, Freehold, Residential,01-Nov-17,3,0.5
102 Latchmere Road, ,KT2 5TT,970000,Semi-Detached, Freehold, Residential,01-Nov-17,4,0.5
52 Wyndham Road, ,KT2 5JS,750000,Semi-Detached, Freehold, Residential,01-Nov-17,2,0.6
321 Tudor Drive, ,KT2 5PF,850000,Semi-Detached, Freehold, Residential,01-Nov-17,4,1
214 Park Road, ,KT2 5LS,955000,Semi-Detached, Freehold, Residential,01-Nov-17,4,1
31 Balmoral Road, ,KT1 2TY,680000,Semi-Detached, Freehold, Residential,01-Nov-17,3,0.7
7 Cranes Park Avenue, Surbiton,KT5 8BS,575000,Semi-Detached, Freehold, Residential,01-Oct-17,3,0.6
38b Uxbridge Road, ,KT1 2LL,740000,Semi-Detached, Freehold, Residential,01-Oct-17,3,0.5
102 Villiers Avenue, Surbiton,KT5 8BH,660000,Semi-Detached, Freehold, Residential,01-Oct-17,3,0.6
231 Kings Road, ,KT2 5JH,630000,Semi-Detached, Freehold, Residential,01-Oct-17,2,0.6
39 Cranes Park Avenue, Surbiton,KT5 8BS,877500,Semi-Detached, Freehold, Residential,01-Oct-17,,
46 Thorpe Road, ,KT2 5EU,585000,Semi-Detached, Freehold, Residential,01-Oct-17,2,0.4
2 Herbert Road, ,KT1 2SP,795000,Semi-Detached, Freehold, Residential,01-Oct-17,3,0.6
4 Herbert Road, ,KT1 2SP,570000,Semi-Detached, Freehold, Residential,01-Oct-17,2,0.6
12 Grove Footpath, Surbiton,KT5 8AT,600000,Semi-Detached, Freehold, Residential,01-Oct-17,2,0.5
6 Palmer Crescent, ,KT1 2QT,840000,Semi-Detached, Freehold, Residential,01-Sep-17,4,0.4
46 Arundel Road, ,KT1 3RZ,830000,Semi-Detached, Freehold, Residential,01-Sep-17,3,0.4
80 Elm Road, ,KT2 6HU,670000,Semi-Detached, Freehold, Residential,01-Sep-17,3,0.4
8 Woodside Road, ,KT2 5AT,1125000,Semi-Detached, Freehold, Residential,01-Sep-17,,
9 Church Road, ,KT1 3DJ,485000,Semi-Detached, Freehold, Residential,01-Sep-17,2,0.4
33 Tudor Drive, ,KT2 5NW,970000,Semi-Detached, Freehold, Residential,01-Sep-17,5,1.1
285 Kings Road, ,KT2 5JJ,1345000,Semi-Detached, Freehold, Residential,01-Sep-17,6,0.6
4 Princes Road, ,KT2 6AZ,532400,Semi-Detached, Freehold, Residential,01-Sep-17,3,0.3
23 Cranleigh Gardens, ,KT2 5TX,850000,Semi-Detached, Freehold, Residential,01-Sep-17,4,0.9
4 Thorpe Road, ,KT2 5EU,725000,Semi-Detached, Freehold, Residential,01-Sep-17,2,0.4
4 Milner Road, ,KT1 2AU,1247500,Semi-Detached, Freehold, Residential,01-Aug-17,5,0.6
24 Cromwell Road, ,KT2 6RE,470000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.2
16 Cranleigh Gardens, ,KT2 5TX,860000,Semi-Detached, Freehold, Residential,01-Aug-17,4,0.9
18 Catherine Road, Surbiton,KT6 4HA,1740000,Semi-Detached, Freehold, Residential,01-Aug-17,8,0.4
60 Villiers Road, ,KT1 3BB,460000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.7
38 Willoughby Road, ,KT2 6LJ,655000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.4
8 South Lane, ,KT1 2NJ,625000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.5
1 Bonner Hill Road, ,KT1 3EP,520000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.5
104 Deacon Road, ,KT2 6LU,770000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.4
14 Linden Crescent, ,KT1 3DZ,636000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.5
35 Dickerage Road, ,KT1 3SR,994000,Semi-Detached, Freehold, Residential,01-Aug-17,5,0.5
19 Herbert Road, ,KT1 2SP,599950,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.6
75 Cobham Road, ,KT1 3AE,675000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.1
410 Kingston Road, ,KT1 3PB,610000,Semi-Detached, Freehold, Residential,01-Aug-17,4,0.5
51 Villiers Road, ,KT1 3AP,685206,Semi-Detached, Freehold, Residential,01-Aug-17,4,0.6
80 High Street, Hampton Wick ,KT1 4DQ,612500,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.1
185 Kings Road, ,KT2 5JH,525000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.6
9 Herbert Road, ,KT1 2SP,675000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.6
39 Shortlands Road, ,KT2 6HD,799950,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.5
29 The Farthings, ,KT2 7PT,495000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.3
8 Vincent Road, ,KT1 3HJ,450000,Semi-Detached, Freehold, Residential,01-Aug-17,2,0.4
20 Glenville Road, ,KT2 6DD,994000,Semi-Detached, Freehold, Residential,01-Aug-17,4,0.3
30 Cranleigh Gardens, ,KT2 5TX,705000,Semi-Detached, Freehold, Residential,01-Aug-17,3,0.9
13 Shortlands Road, ,KT2 6HD,673000,Semi-Detached, Freehold, Residential,01-Jul-17,2,0.5
14 Park Farm Road, ,KT2 5TQ,1125000,Semi-Detached, Freehold, Residential,01-Jul-17,5,0.5
78 Coombe Lane West, ,KT2 7DA,1532500,Semi-Detached, Freehold, Residential,01-Jul-17,5,0.5
114 Tudor Drive, ,KT2 5QF,690000,Semi-Detached, Freehold, Residential,01-Jul-17,3,1.1
7 Rosebery Road, ,KT1 3LJ,460000,Semi-Detached, Freehold, Residential,01-Jul-17,,
22 New Road, ,KT2 6AP,820000,Semi-Detached, Freehold, Residential,01-Jul-17,4,0.5
14 Garth Road, ,KT2 5NY,960000,Semi-Detached, Freehold, Residential,01-Jul-17,4,1
53 Latchmere Road, ,KT2 5TS,960000,Semi-Detached, Freehold, Residential,01-Jul-17,3,0.7
248 Canbury Park Road, ,KT2 6LG,910000,Semi-Detached, Freehold, Residential,01-Jul-17,4,0.3
52 Staunton Road, ,KT2 5TL,875000,Semi-Detached, Freehold, Residential,01-Jul-17,4,0.6
48 Norbiton Avenue, ,KT1 3QR,1050000,Semi-Detached, Freehold, Residential,01-Jul-17,4,0.1
38 Rosebery Road, ,KT1 3LN,399950,Semi-Detached, Freehold, Residential,01-Jul-17,3,0.3
9 Knights Park, ,KT1 2QH,840000,Semi-Detached, Freehold, Residential,01-Jul-17,3,0.4
25 Garth Road, ,KT2 5NY,730000,Semi-Detached, Freehold, Residential,01-Jul-17,3,1
9 Wyndham Road, ,KT2 5JR,927000,Semi-Detached, Freehold, Residential,01-Jun-17,4,0.6
24 Cranleigh Gardens, ,KT2 5TX,935000,Semi-Detached, Freehold, Residential,01-Jun-17,4,0.9
2 Thorpe Road, ,KT2 5EU,1190000,Semi-Detached, Freehold, Residential,01-Jun-17,5,0.4
2a Rowlls Road, ,KT1 3ET,320000,Semi-Detached, Leasehold, Residential,01-Jun-17,1,0.5
59 Latchmere Road, ,KT2 5TS,980078,Semi-Detached, Freehold, Residential,01-Jun-17,3,0.7
66 Staunton Road, ,KT2 5TL,900000,Semi-Detached, Freehold, Residential,01-Jun-17,4,0.6
24 Orme Road, ,KT1 3SA,720000,Semi-Detached, Freehold, Residential,01-Jun-17,3,0.3
247 Richmond Road, ,KT2 5DJ,1050000,Semi-Detached, Freehold, Residential,01-Jun-17,4,0.9
111 Tudor Drive, ,KT2 5NR,846000,Semi-Detached, Freehold, Residential,01-Jun-17,4,1
8 Grange Road, ,KT1 2QU,655000,Semi-Detached, Freehold, Residential,01-Jun-17,3,0.4
71 Shortlands Road, ,KT2 6HF,745000,Semi-Detached, Freehold, Residential,01-Jun-17,3,0.6
121 Acre Road, ,KT2 6EZ,695000,Semi-Detached, Freehold, Residential,01-Jun-17,2,0.5
9 Fairfield East, ,KT1 2PT,540000,Semi-Detached, Freehold, Residential,01-Jun-17,3,0.3
8 Grange Road, ,KT1 2QU,655000,Semi-Detached, Freehold, Residential,01-Jun-17,3,
71 Shortlands Road, ,KT2 6HF,745000,Semi-Detached, Freehold, Residential,01-Jun-17,3,
121 Acre Road, ,KT2 6EZ,695000,Semi-Detached, Freehold, Residential,01-Jun-17,2,
9 Fairfield East, ,KT1 2PT,540000,Semi-Detached, Freehold, Residential,01-Jun-17,3,
55a Mill Street, ,KT1 2RG,610000,Semi-Detached, Freehold, Residential,01-Jun-17,2,0.5
39 Windsor Road, ,KT2 5EY,607000,Semi-Detached, Freehold, Residential,01-May-17,2,0.4
18 Orme Road, ,KT1 3SA,790000,Semi-Detached, Freehold, Residential,01-May-17,3,0.3
23 Cedars Road, Hampton Wick ,KT1 4BG,1517000,Semi-Detached, Freehold, Residential,01-May-17,5,0.3
182 Kings Road, ,KT2 5HX,750000,Semi-Detached, Freehold, Residential,01-May-17,3,0.6
72 Wyndham Road, ,KT2 5JS,820000,Semi-Detached, Freehold, Residential,01-May-17,3,0.6
6 St Georges Road, ,KT2 6DN,965000,Semi-Detached, Freehold, Residential,01-May-17,4,0.4
3 Glenville Road, ,KT2 6DD,935000,Semi-Detached, Freehold, Residential,01-May-17,4,0.3
24 Cobham Road, ,KT1 3AF,870000,Semi-Detached, Freehold, Residential,01-May-17,,
69 Fairfield Road, ,KT1 2PZ,999000,Semi-Detached, Freehold, Residential,01-May-17,4,0.3
56 Kenley Road, ,KT1 3RS,770000,Semi-Detached, Freehold, Residential,01-May-17,4,0.4
70 Clifton Road, ,KT2 6PJ,805000,Semi-Detached, Freehold, Residential,01-May-17,3,0.4
23 New Road, ,KT2 6AP,755000,Semi-Detached, Freehold, Residential,01-May-17,3,0.5
13 Acre Road, ,KT2 6EF,630000,Semi-Detached, Freehold, Residential,01-May-17,2,0.2
24 Willoughby Road, ,KT2 6LJ,620000,Semi-Detached, Freehold, Residential,01-Apr-17,2,0.4
2 Clifton Road, ,KT2 6PW,820000,Semi-Detached, Freehold, Residential,01-Apr-17,4,0.2
34 Clifton Road, ,KT2 6PH,1230000,Semi-Detached, Freehold, Residential,01-Apr-17,5,0.3
